instance,p_original,replayed_probability,replayed_class,absolute_error
1931319,0.9502172091928744,0.9502172091928744,6,0.0
1931378,0.6138365576825104,0.6138365576825104,6,0.0
1935743,0.6429367019272941,0.6429367019272939,8,2.220446049250313e-16
1936178,0.7314207454878635,0.7314207454878634,3,1.1102230246251565e-16
1937800,0.9951946789321532,0.9951946789321533,5,1.1102230246251565e-16
1939880,0.9788888247042812,0.9788888247042813,7,1.1102230246251565e-16
1945039,0.6620518954203193,0.6620518954203193,4,0.0
1946653,0.8699018813242254,0.8699018813242254,8,0.0
1949772,0.9598855359464626,0.9598855359464626,9,0.0
1952406,0.7919031971235734,0.7919031971235734,4,0.0
1959362,0.9500621997203128,0.950062199720313,8,2.220446049250313e-16
1962085,0.3088730489182961,0.3088730489182961,4,0.0
1969101,0.8286236442420725,0.8286236442420722,4,2.220446049250313e-16
1971205,0.9784592648936946,0.9784592648936946,7,0.0
1973029,0.95998317239368,0.9599831723936799,8,1.1102230246251565e-16
1973615,1.0,1.0,2,0.0
1973640,0.7917509148154619,0.7917509148154619,4,0.0
1974112,0.871554086265637,0.8715540862656368,4,2.220446049250313e-16
1974617,0.6520106661520273,0.6520106661520273,4,0.0
1975277,0.7132760518215396,0.7132760518215397,8,1.1102230246251565e-16
1975467,0.5658584870181924,0.5658584870181922,1,2.220446049250313e-16
